Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
Harga banyak promonya jadi bersahabat di kantong. Pelayanan cukup baik tapi semoga bisa ditingkatkan lagi,0,0,0,1,0,0,1,1
baru aja pesen dari grabfood di mcd hayam wuruk ini. pesen paket 2 chicken yg normal di kasih spicy semua anak sy jd gabisa makan udh gitu sepaket dgn minum dapat es kopi pahit gitu! mending dpt coca cola deh! duh baru kali ini kecewa,-1,1,-1,1,0,0,0,0
"Tempatnya kurang nyaman, terlalu berisik. Rasa makanan biasa aja sil Dan untuk harga standar",0,1,0,0,-1,1,0,1
"Drive-thru nya luas dan pelayanan cepat. Untuk dalamnya restoran, mungkin tempatnya nya agak sempit, tapi ada pelayanan self-service yang canggih dan menarik. Untuk lantai 2 nya, mungkin karena terlalu banyak kaca, jadinya saya merasa agak panas dibandingkan di lantai 1 nya.",0,0,1,1,0,1,0,0
"Tempatnya nyaman dan harganya terjangkau, namun rasa makanannya tidak enak.",-1,1,0,0,1,1,1,1
Makanannya enak pelayanannya cepat,1,1,1,1,0,0,0,0
"Tempat yang enak buat nongkrong. Good atmosphere. Rekomended banget buat melepas penat bersama teman kerja atau keluarga, bersama bocil2 lebih seru ice creamnya lo!",1,1,0,0,1,1,0,0
"Tempatnya keren, tapi rasa makanannya sangat buruk dan terlalu mahal.",-1,1,0,0,1,1,-1,1
"Dari dulu masih oke banget buat nongkrong, rasa ayamnya juga semakin enak.
Pemesanan juga sekarang bisa pesan sendiri di mesin/layar, bisa pilih pembayaran",1,1,0,0,1,1,0,0
"Makanan ok untuk harga terjangkau, pelayanan jg ramah dan cepat. Tempat ok buat nongkrong sama temen",1,1,1,1,1,1,1,1
"Tempat favorit untuk makan kapanpun, baik bersama keluarga ataupun teman kerja dan sahabat. Banyak pilihan menu dengan harga terjangkau dan pelayanan cepat juga ramah",0,0,1,1,1,1,1,1
"Gold chicken tpi begitu pas diangkat dari penggorengan disajikan di piring minyak bisa item bgt gitu ya, ayamnya juga bukan gold tapi black chicken. Apa karna minyak mahal jdi minyaknya hitam bgt masih dipake gitu? Mending beli ayam chicken pinggiran jalan. Selama makan fried chicken, menurutku ini yg terburuk !!",-1,1,0,0,0,0,0,0
Rasa makanannya sangat mengecewakan dan harganya terlalu mahal.,-1,1,0,0,0,0,-1,1
Harga makanan tidak sepadan dengan kualitas yang diberikan.,-1,1,0,0,0,0,-1,1
"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",0,0,1,1,1,1,1,1
"Kids sangat menyukai paket Happy Meals.. karena mendapat mainan dan dapat mengkoleksinya.
Tapi sayang, persediaan mainan setiap periode nya sangat terbatas.. kadang",0,0,0,0,0,0,0,0
Saya tidak suka rasa makanan yang mereka sajikan. Harganya emang murah tapi kualitasnya sangat mengecewakan,-1,1,0,0,0,0,1,1
"Tempatnya bagus buat nongkrong lama sebab biaya parkir murah , kalo buat yang nongkrong pake laptop agak susah karena spot colokan terbatas, pelayanan bagus, makanannya enak semua, recommended ??",1,1,1,1,0,1,0,0
"Pelayanannya lambat, makanan datang dingin. Tempat panas.",-1,1,-1,1,-1,1,0,0
"Cepat juga pelayanannya, tapi jangan yg drivetru ya.. Agak lama.. Lumayanpanjang antriannya.. Untuk makan di dalem nyaman klo diatas ya.. Klo dibawah agak sumpek aja liatnya customer mondar mandir keluar masuk",0,0,0,1,0,1,0,0
"Tempatnya standar, cukuplah buat makan siang. Yang bikin kesal itu pelayan sering salah antar pesanan.",0,0,-1,1,0,1,0,0
Pintu masuk nya aja yang agak susah.. kayanya ada perbaikan,0,0,0,0,0,1,0,0
"Makanannya sangat luar biasa rasanya, dagingnya empuk, gurih, dan nikmat banget, dan pelayanan nya bagus,, ramah2 dan sopan.
Pokoknya is the best deh",1,1,1,1,0,0,0,0
"Harga minuman di sini sungguh keterlaluan, tidak sesuai dengan rasanya.",0,1,0,0,0,0,-1,1
tempatnya nya nyaman bgt buat nongkrong bareng temen dan keluarga. pelayanannya juga ramah dan cepat. harga cocok buat pelajar,0,0,1,1,1,1,1,1
"Pelayanan staff nya ramah semua loh. Kebetulan juga ga terlalu rame, jadi sangat nyaman. Untuk rasa, ga usah di ragukan ya guys. Mcd itu pilihan terbaik saat tengah bulan belum gajian hehe.. jangan lupa ajak temen dan keluarga makan disini ya..",1,1,1,1,0,0,1,1
Harga yang dibayar tidak sebanding dengan kualitas makanan yang sangat buruk.,-1,1,0,0,0,0,-1,1
"Ayamnya terlalu banyak minyak hingga terlihat basah, porsinya sedikit dan harganya mahal jika dibandingkan dengan fast food lainnya",-1,1,0,0,0,0,-1,1
"Resto paling nyaman buat makan bareng temen atau keluarga. Apalagi pakai menu di aplikasi bener2 wort to buy bangettt. Banyak promo menarik dan koin bisa kita tuker ice cream gratis, mantap sihhh",0,0,0,0,1,1,1,1
"Selalu mampir disini kalo punya waktu luang sehabis pulang kerja .. makanan standard, WiFi kurang okeee ..",0,1,0,0,0,0,0,0
"Ini mah tempatnya nya nyaman, cuma penyajian makanannya lama bngt, harus nunggu sampe 30 menit...",0,0,-1,1,1,1,0,0
"alur pemesanan secara teratur sehingga tidak menimbulkan antrian yang panjang. harga yang friendly. tempatnya yang dingin, meja yang tertata dan tidak ada sampah berserakan. senang rasanya saya berkunjung untuk makan di mcd",0,0,1,1,1,1,1,1
"Tempat lumayan ok walau lumayan ramai dan sumpek, pelayanan cepat, parkir cukup luas",0,0,1,1,0,1,0,0
"Tempatnya kotor dan tidak nyaman, makanannya juga tidak enak, tapi harganya cukup terjangkau",-1,1,0,0,-1,1,1,1
Saya mendapat tempatnya di Lantai3 diarea belakang bangku panjang. Disana sangat kotor dan banyak kecoa kecil merayap. Sangat menjijikan dan membuat tidak nyaman.,0,0,0,0,-1,1,0,0
Tempat lumayan cocok untuk nongkrong. Ayam spicy nya cukup enak walaupun kurang pedas menurut saya.,0,1,0,0,0,1,0,0
"Tempatnya panas, kipas angin gak nyala. Rasa makanan standar banget.",0,1,0,0,-1,1,0,0
"Makanan enak mantap gurih. pelayanan sangat memuaskan, ramah dan cepat. Agak heran kenapa tempatnya kok gak ada AC, panas!",1,1,1,1,-1,1,0,0
"Semua rasa dimana pun pasti enak, cuma di sini pelayanan kurang ramah dibanding yang lain. Kebersihannya juga bad meja2 ga gercep diberesin. Apalagi si mas yg agak pendek namecardnya dari huruf A, orang nanya jwbnya judes bener.",1,1,-1,1,0,0,0,0
"sering susah dapat tempat karena ramai terus . Pelayan cuek, nggak peduli sama pelanggan.",0,0,-1,1,-1,1,0,0
"Pelayanannya lambat, tempatnya juga terlalu berisik. untuk rasa minumannya enak dan segar",1,1,-1,1,-1,1,0,0
"Meskipun tempatnya bersih, rasanya sangat buruk dan harganya mahal.",-1,1,0,0,1,1,-1,1
"Makanannya enak, pelayanannya juga ramah pkoknya Good",1,1,1,1,0,0,0,0
"Tempat rame, terkadang pelayanan kebersihan sangat sulit, kalo lagi rame biasa bersihin mejanya sendiri",0,0,-1,1,0,1,0,0
sungguh mengesankan. tempatnya makan favorit saya,0,0,0,0,0,0,0,0
"Ice cream sundae Sama root beer AW bikin tenggorokan gatel, aduh ini kalian pake air Pam Surabaya apa air sumur sih, masih mending minuman warkop pinggir jalan, minuman es nya pakai es kristal dan air isi ulang, untuk ayam gorengnya menurut ku cuma asin, masih enakan ayam gorengnya KFC sama hisana...",-1,1,0,0,0,0,0,0
"Mkanannya enak, pelayanannya ramah pokoknya bikin seneng beli makanan disini pengen balik lagi",1,1,1,1,0,0,0,0
Sangat mahal untuk makanan yang tidak enak dan porsi kecil.,-1,1,0,0,0,0,-1,1
Tempat cukup bersih. Walaupun pengunjung ramai tapi jarang yang sampai tidak kebagian tempatnya duduk. Pegawainya cepat tanggap dalam bekerja,0,0,1,1,0,1,0,0
"Tempatnya kotor, makanan nggak enak dan terlalu asin. Harga nggak sesuai sama rasa.",-1,1,0,0,-1,1,-1,1
"Tempatnya kotor, banyak debu. Rasa makanan juga biasa aja. Tapi harganya murah banget",0,1,0,0,-1,1,1,1
Saya kecewa harus membayar begitu mahal untuk makanan yang tidak enak.,-1,1,0,0,0,0,-1,1
"Nyobain eskrim yang baru, lumayan enak. Tempatnya enak juga karena lumayan luas, ada free wifi juga karena banyak orang yang ngerjain tugas. Cuma masukan aja untuk pelayan agar lebih cekatan dan banyak karena yang antri dan yang nunggu banyak. Overall lumayan sih apalagi menu ice cream.",1,1,0,1,0,0,0,0
"McD paling ramai yang pernah dikunjungi. Jam makan siang ramai banget, terutama weekend.",0,0,0,0,0,1,0,0
Pilihan di kala jalan-jalan bersama anak dan mereka kesulitan dalam mencicipi makanan baru.,0,0,0,0,0,0,0,0
"Saya selalu melakukan pembelian melalui drive thru di cabang ini krn bawa 2 anak, tidak perlu repot turun, menghemat tenaga, pembayaran juga lengkap bisa dgn gopay, debit, kasir drive thru juga super baik , ga pelit memberi info promo pembayaran yg sedang memberikan potongan.",0,0,1,1,0,0,0,1
"Tempatnya lumayan kecil dan ramai, pelayanannya cepat dan memuaskan. Tempat yg bisa dipakai untuk hangout dengan teman-teman",0,0,1,1,0,1,0,0
"Minumannya standar, tempatnya ga bagus, tapi aneh harganya mahal.",0,1,0,0,-1,1,-1,1
"Pelayanan dan makanan nya sangat enak, memuaskan sekali",1,1,1,1,0,0,0,0
"Minumannya fake
Gak ada rasa hahaha...
Lantai 1 sama 2 penuh lantai 3 gak dibuka ;(",-1,1,0,0,-1,1,0,0
Harga yang tinggi tidak sebanding dengan rasa makanan yang sangat tidak enak.,-1,1,0,0,0,0,-1,1
Makanan disini sangat enak dan pemandangan yang luar biasa dan juga pramusaji serta kasir yang sangat baik dalam menyajikan makanan terima kasih love,1,1,1,1,0,0,0,0
"Tempat favorit makan mcd, tapi disini rame banget, pelayanannya kurang sering salah kasih menu.. semoga bisa dapat diperbaiki...",0,0,-1,1,0,1,0,0
lt 1 terlalu sedikit meja untuk makannya. jadi kadang kebagian di atas dan berakhir bingung ninggalin meja buat pesen makanan kalo lagi sendirian.,0,0,0,0,-1,1,0,0
"Kl lagi ramai makanan ready lama bgt..harus bersabar.
Harga standar. Tempat cukup luas.",0,0,-1,1,0,1,0,1
"Abis jalan2 anak2 kelaparan jadi mampir drive thru, inget disini 24 jam untuk drive thru nya ya,",0,0,0,0,0,0,0,0
"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempatnya ini ramah mahasiswa",1,1,1,1,0,1,0,0
"Crowded, take away pilih ayam tidak bisa. Take away tidak diberikan saus sambal. Dijanjikan tunggu ayam 15 menit nyatanya 45 menit",0,0,-1,1,-1,1,0,0
"Makanan enak semua, tempatnya nyaman, the best",1,1,0,0,1,1,0,0
"Tempat makan yang nggak nyaman, tapi makanannya enak dan harganya pas di kantong.",1,1,0,0,-1,1,1,1
"Pelayanan sangat lambat, bikin kesal. Tempat makan cukup luas, lumayan.",0,0,-1,1,0,1,0,0
"Tempat makan yang asyik buat nongkrong bareng temen...
Makanannya jg enak",1,1,0,0,1,1,0,0
"Restorannya berantakan dan tidak terawat, makanannya datang udah dingin dan gak nikmat lagi, tapi setidaknya harganya tidak terlalu mahal",-1,1,0,0,-1,1,0,1
"Jujur agak kecewa, padahal dari 2020 ni tempatnya udh jadi safeplace nya gue. Gamau review panjang lebar cuman mau saran aja masalah pelayanan membantu customer nya aja",0,0,-1,1,-1,1,0,0
rasa makanannya lumayan hambar tapi masih enak. tempatnya rapi walaupun ramai. pelayan tidak terlalu cekatan,0,1,0,1,0,1,0,0
"Rasa makanan tidak enak, tempatnya kotor dan pelayanannya lambat tapi harga terjangkau,",-1,1,-1,1,-1,1,1,1
"Makanan di sini enak banget, tapi tempatnya bising dan nggak nyaman.",1,1,0,0,-1,1,0,0
tempatnya nya cukup cozy tapi sangat ramai kalau malam hari. Kadang agak sulit mendapatkan bangku untuk duduk.,0,0,0,0,0,1,0,0
"Makanannya tentu sama. Cuma suasananya yang berbeda,lebih lega kayaknya dibanding dengan outlet lain, terus udara dingin menjadikan ingin makan lagi pesan lagi makan lagi.",0,1,0,0,1,1,0,0
"Enak banget ayam dadanya mmmmuah yummie, pelayanannya juga ramah, dan yang pasti serasa mau ketemu someone special",1,1,1,1,0,0,0,0
"Tempatnya berdebu dan kotor, makanannya tidak enak, harga terlalu tinggi.",-1,1,0,0,-1,1,-1,1
"Makanan terlalu asin, tempatnya juga kurang nyaman dan sempit. Harga tidak sebanding dengan rasa. Pelayanan lambat.",-1,1,-1,1,-1,1,-1,1
"Harga terjangkau, makanan enak, tapi tempatnya kotor dan pelayanannya lambat.",1,1,-1,1,-1,1,1,1
"Harganya mahal, rasa makanannya gak sebanding. Tempatnya juga kurang bersih",-1,1,0,0,-1,1,-1,1
"Tempat makan exclusive, dengan partner bisnis. Sangat representatif. Beragam pilihan menu makanan dan minuman. Secara konsep, rasa dan suasana istimewa di sini.",1,1,0,0,1,1,0,0
Saya merasa tertipu dengan harga yang tidak sepadan dengan kualitas makanan.,0,0,0,0,0,0,-1,1
"Makanan sangat enak dan pelayanan sangat memuaskan, cocok untuk mengisi hari libur anda dengan berwisata kuliner disini",1,1,1,1,0,0,0,0
"Tempat lumayan lah kalau untuk sekedar makan. Menu keluarga yang paling aku suka adalah paket panas spesial, Mc Flurry dan Happy Meal. publik.",1,1,0,0,0,1,0,0
"Pelayanan yang bagus dan sangat baik dalam menghidangkan tapi kurang dalam hal keramahan,, makanannya sangat enak dan tempatnya nya bersih..",1,1,0,1,1,1,0,0
"Tempat cukup nyaman, sayang pelayannya kurang ramah",0,0,-1,1,1,1,0,0
"Pas dapat orderan mc donald,hp saya low batt dan power bank dan charger ketinggalan di rumah,untung customernya baik,jadi agak lama menyelesaikan orderannya.",0,0,0,0,0,0,0,0
Makanan di sini terlalu mahal untuk rasa yang sangat tidak enak.,-1,1,0,0,0,0,-1,1
"Tempat nongkrong paling nyaman, lokasi ditengah kota banyak anak muda kumpul disini. Menu makanan yg enak dan cocok untuk ngobrol bareng temen,
Fasilitas nyaman dan lahan parkirnya luas.. Ayo cobain datang kemari.",1,1,0,0,1,1,0,0
Tempat bagus dan nyaman apalagi makanan nya enak enak the best lah pokok nya,1,1,0,0,1,1,0,0
"McDonalds adalah menjadi restoran cepat saji dengan pelayanan terbaik di dunia. Untuk mencapai visi ini, McDonalds selalu menjamin mutu produk-produknya, memberikan pelayanan yang memuaskan, menawarkan kebersihan dan keamanan produk pangan serta nilai-nilai tambah lainnya. Senyum konsumen adalah hal penting untuk McDonald's.",1,1,1,1,0,0,0,0
"Makanan kesukaaan, selalu rame gapernah sepi cuyyyy, lokasinya juga tepat di sebrang mall gajah mada plaza, jadi kalo da bosen nongki tgl nyebrang deh buat ngemall??",1,1,0,0,1,1,0,0
"Tempat lumayan nyaman, untuk penyajian sesuai, dan rasa memang khas Mc Donald, bisa untuk keluarga dan anak-anak bisa bermain diarena permainan yg sudah disediakan.",0,1,1,1,1,1,0,0
"Harga gak masuk akal, rasanya juga standar banget.",0,1,0,0,0,0,-1,1
Tempat agak sumpek. Mungkin dapat ditingkatkan lagi dalam hal penataan tempat untuk memberikan lebih banyak ruang bagi pengunjung. Rasa masakannya otentik dan enak.,1,1,0,0,0,1,0,0
"McD memang terbaik, rasanya juga gak pernah ngebosenin. Disukai semua kalangan karna harganya lumayan terjangkau, penyajiannya yang menarik dan pelayanannya juga baik.",1,1,1,1,0,0,0,1
"makanan overall sangat memuaskan pesen makanan ringan sambil nongki cozy banget, puas deh makan di mcdonald",1,1,0,0,1,1,0,0
"Makanan terlalu berminyak, jadi gak enak dimakan. Tempatnya kotor.",-1,1,0,0,-1,1,0,0
McDonald's di jalan Hayam Wuruk. Sampai lantai 3 dan ada outdoor seatnya. Cukup ramai di waktu-waktu tertentu. Parkir motor cukup memadai walau tukang parkirnya super maksa. Wifi kencang walau sedang banyak pengunjung. Sayangnya masih,0,0,0,0,0,1,0,0
Harganya terlalu mahal dan makanannya sangat tidak enak.,-1,1,0,0,0,0,-1,1
maknyos. ga ada colokan buat listrik ampun. padahal namanya caffee.. kicewa,0,0,0,0,-1,1,0,0
"Tempatnya deket gajah mada plaza, ada mushalla, selalu rame",0,0,0,0,0,1,0,0
"Tempat cukup luas, pelayanan cukup baik. Sayangnya hanya bisa cash saja. Gampang dijangkau juga karena dekat gate utama.",0,0,0,1,0,1,0,0
"Rasa makanannya pas di lidah, bumbu meresap , di jamin kebersihannya , anak anak pada suka , ada berbagai menu bisa di pilih , harga terjangkau ,",1,1,0,0,1,1,1,1
"Tempatnya sempit, jadi gak nyaman. Makanan kurang bumbu.",-1,1,0,0,-1,1,0,0
"Tempatnya nyaman, tetapi rasa makanannya sangat buruk dan harganya tidak masuk akal.",-1,1,0,0,1,1,-1,1
"Harga mahal, dan porsinya kecil. Rasa gak sesuai.",-1,1,0,0,0,0,-1,1
"Dengan harga segitu, saya mengharapkan rasa yang lebih enak.",-1,1,0,0,0,0,-1,1
"Enak nih lokasinya, fasilitas juga lengkap. Sayangnya kapasitas buat parkir mobil cuma sedikit.",0,0,0,0,0,1,0,0
Suka ga lengkap menunya. Habis ini.. habis itu.. Layanan jg buruk.. mesin seal rusak lah.. ga bisa debit la .. ga bisa kk la.. harus cash. Kalau menu Mc D sih ya ga disangsikan.. selalu enak.,1,1,-1,1,0,0,0,0
"Suasananya nyaman, tempatnya parkir luas, cocok juga sebagai tempatnya ngumpul klrg, makanannya jangan ditanya sudah pasti mantappppzz....jangan lupa ke McDonald's Buah Batu ya kalau ke Bandung.",1,1,0,0,1,1,0,0
Makanan di sini terlalu mahal untuk kualitas yang sangat rendah.,-1,1,0,0,0,0,-1,1
"Pesen mc delivery harus 1 menu doang, kalau mau pesen lagi harus muter lagi, sebelumnya bilang bisa selesai in 1 transaksi dulu pas mau pesen lagi harus miter dan anteri lagi",0,0,0,1,0,0,0,0
"Tempatnya pengap, kipas angin gak nyala. Makanannya gak sesuai ekspektasi.",-1,1,0,0,-1,1,0,0
"Buka full 24 jam, pelayanan dilakukan via aplikasi, drive thru atau bisa juga makan langsung di tempatnya . Tempat lumayan cocok untuk bawa keluarga. Variasi makanan juga banyak.",0,0,0,1,0,1,0,0
"Tempat ini bagus! Suasananya dingin dan sejuk stafnya juga sangat ramah. dan mereka memprioritaskan kesenangan pelanggan. Makanannya sangat enak, dan harganya 100% sepadan.",1,1,1,1,1,1,1,1
"Tempatnya nyaman,pelayanannya ramah, dan makananannya terjangkau. Sangat nyaman membawa keluarga untuk makan bersama.",0,0,1,1,1,1,1,1
"Mampir makan bareng keluarga,, cukup memuaskan rasa dan pelayanan nya",1,1,1,1,0,0,0,0
"Suasana di sini benar-benar buruk, makanan hambar dan mengecewakan, namun harga makanannya lumayan murah",-1,1,0,0,-1,1,1,1
"Ramai, gedung nya kecil tapi memiliki 2 lantai jadi untuk kapasitas dapat memenuhi kebutuhan pelanggan. Ada Mc Cafe di lantai 1. Bagi yang mau ke toilet ada di lantai 1, juga ada smoking area di lantai tersebut. Overall bagus tapi karena gedung kecil jadi antar meja agak sempit",0,0,0,0,0,1,0,0
"beda jauh rasa ayam dan tekstur luar ayam nya beda jauh dengan waktu 5 tahun yang lalu,seharusnya rasanya harus dipertahankan,nyesel,semoga kedepannya bisa lebih baik lagi. Harganya tetap terjangkau, tapi tempatnya tidak nyaman",-1,1,0,0,-1,1,1,1
"Makanannya enak, pelayanannya juga ramah"". The best pokonya",1,1,1,1,0,0,0,0
"Meskipun pelayanannya cukup ramah, rasa makanannya sangat buruk dan harganya tidak masuk akal.",-1,1,1,1,0,0,-1,1
Restoran ini memasang harga yang terlalu tinggi untuk makanan yang sangat mengecewakan.,-1,1,0,0,0,0,-1,1
"Tempat habiskan waktu kl sedang ada janjian sama org kepagian ?? enak tempatnya nya Krn 24jam, jd selalu terbuka tempatnya ini ??",0,0,0,0,0,1,0,0
"Gak recommended makan disini, Pelayanan nya buruk, harganya mahal banget lagi dan yang paling parah tempatnya berantakan banget!!",0,0,-1,1,-1,1,-1,1
menyajikan berbagai macam makanan yang sangat enak sekali. Pelayanannya gak terlalu cepat. Tempatnya cukup oke.,1,1,0,1,0,1,0,0
Kalo sudah pakai sticker drive thru jgn lupa belanja min 70k biar dpt gift,0,0,0,0,0,0,1,1
pelayanan cukup baik dan ramah walau tidak terlaly cekatan. tempatnya cukup luas dan cocok banget buat bawa keluarga,0,0,0,1,0,1,0,0
tempatnya lumayan strategis dan cozy cocok untuk acara keluarga. Menu Ayam spicy nya lumayan enak.,0,1,0,0,0,1,0,0
"Pelayanannya baik, orang-orangnya ramah semua makanannya juga enak-enak, pokoknya mantap ngga nyesal kalau makan di sini",1,1,1,1,0,0,0,0
"saya pernah diajak teman makan di tempatnya ini. menurut saya sih untuk pelayanan menu makan McD ya.. sama sih ya. tpi yang bikin saya suka di tempatnya ini ya view nya bagus. apalagi kalo makan di sini dijam2 senja. cita rasa dari menu makanannya french fries, double choco pie dan lain lain good lah.",1,1,0,1,1,1,0,0
"Makanan enak dan harga murah, tapi pelayanannya lambat dan tempatnya berisik",1,1,-1,1,-1,1,1,1
"Makanan menu ayam yang disukai oleh anak-anak dan orang dewasa, variasi menu juga ada selain ayam. Service cukup secara ini adalah resto fast food, tidak banyak dilayani, konsep suasana sedikit sempit karena mungkin lahan yang kurang, tapi overall love it, sebagai tempatnya makan bersama keluarga",1,1,0,1,-1,1,0,0
"Tempat yg bersih dan nyaman. Pelayan sangat ramah. Menu sangat memuaskan, harga yang sesuai dengan kualitas makanan dan minuman.",1,1,0,0,1,1,1,1
"restoran favorit
Menu nya banyak varian, terdapat tempatnya bermain untuk anak juga,.",0,0,0,0,0,0,0,0
Makanan di restoran ini tidak sepadan dengan harga yang sangat mahal.,0,1,0,0,0,0,-1,1
"Pemesanan menggunakan digital memudahkan konsumen untuk bertransaksi, makanan yg enak dan suka ada diskon. rekomended sekali",1,1,0,0,0,0,1,1
"Makanan kurang bumbu, tempatnya sumpek, dan pelayanannya lelet. Tapi harga sesuai kantong.",-1,1,-1,1,-1,1,1,1
Mahal banget untuk kualitas segitu. Minuman gak enak kayak sirup encer.,-1,1,0,0,0,0,-1,1
"Bumbu dari ayam nya ga pernah berubah , selalu mantab dan pelayanan nya juga bagus .. cepat sat set .. tempatnya nya lumayan bersih, toilet ga ada tissue but so far so good ..",1,1,1,1,0,1,1,1
Harga makanan yang mahal tidak sebanding dengan rasa dan kualitasnya.,0,1,0,0,0,0,-1,1
"Tempatnya nyaman, makanannya enak. Paslah buat kalian yang nyari tempatnya makan nyaman dan enak",1,1,0,0,1,1,0,0
Makanannya enak banget aku paling suka nongki yg didekat tmpt aku tinggal tmptnya juga bagus higienis lagi pokoknya suka deh,1,1,0,0,1,1,0,0
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",1,1,1,1,1,1,1,1
"Area Parkir terbatas untuk roda 4...
Area makan terbatas, tersedia smoking area...
Pelayanan Cepat...",0,0,1,1,0,1,0,0
Siapa sih yg gapernah ke mcdonald. yg ngeselin disini tuh cuma tukang parkirnya aja. ga pernah mau bantu keluarin motor tp minta duit. ga dikasih marah,0,0,0,0,0,0,0,0
Harga makanan di sini terlalu mahal untuk apa yang disajikan.,0,1,0,0,0,0,-1,1
Harga di restoran ini benar-benar tidak masuk akal untuk kualitas yang mereka tawarkan.,-1,1,0,0,0,0,-1,1
"Tempat makan yang nggak nyaman, tapi rasa makanan oke dan harganya juga murah.",1,1,0,0,-1,1,1,1
"Pelayanannya lambat, nunggu makanan hampir satu jam. Rasa makanan biasa aja.",-1,1,-1,1,0,0,0,0
"Ini adalah restoran favorit anak saya. Dan Makanan favoritnya adalah burger. Di sini pelayanannya bagus dan juga cepat, bahagia, dan sopan.",0,0,1,1,0,0,0,0
Harga makanan di sini sungguh berlebihan untuk rasa yang sangat biasa.,-1,1,0,0,0,0,-1,1
"Tempatnya sangat nyaman, pelayanannya gak terlalu cekatantapi masih oke",0,0,0,1,1,1,0,0
memang terkenal sebagai tempatnya makan yang nyaman dan merindukan karena menu&rasanya tidak membosankan. Dan harga pun relatif terjangkau.,1,1,0,0,1,1,1,1
Lagi banyak promo sih jadinya lumayan ramai juga. Ada wifi juga dan lumayan ngebut. Tempatnya lumayan buat nongkrong,0,0,0,0,0,1,0,1
"Tempatnya lumayan sering penuh kalo kesini, tapi pelayanan terhadap pelanggan cepat dan memuaskan. Rasa makanannya sama seperti dulu gak berubah",0,1,1,1,0,1,0,0
"Pelayanannya sangat lambat, mengecewakan. Ruang makan cukup luas, bisa untuk acara",0,0,-1,1,0,1,0,0
Disini enak bgt karna deket rumah dan orngnya disini ramah2. Makanan mcd uda pasti enak juga,1,1,1,1,0,0,0,0
"Tempat cukup sempit dan kursinya lumayan sedikit, makanan kurang berasa bumbunya, pelayanan lumayan cekatan tapi karena ramai jadinya lama",0,1,0,1,0,1,0,0
"Pelayanan buruk banget, nunggu lama tanpa kepastian. Tempatnya sumpek, gak asik.",0,0,-1,1,-1,1,0,0
24jam tp klo udah jam11-12 malam pasti diusir secara halus dgn dalih mo di bersihin dan dilarang berada di area tsb,0,0,0,0,0,0,0,0
Tempatnya cozy enak bgt buat kumpul2 dan seperti biasa makanan di mcd ga ada yg pernah gagal luvvv bgtt,1,1,0,0,1,1,0,0
"Tempat yang nyaman untuk menghabiskan waktu bersama teman, makanannya pun enak dan bervariasi,
Saat membawa anak kecil juga menjadi tempatnya yg menyenangkan",1,1,0,0,1,1,0,0
"Tempat ini bagus! Suasananya dingin dan sejuk tetapi stafnya juga sangat ramah, membuat pelanggan senang adalah prioritas utama mereka. Makanannya enak dan untuk harganya 100% sepadan.",1,1,1,1,1,1,1,1
"Makanannya enak sekali, pelayanannya juga sangat baik dan ramah, tapi harganya terlalu mahal tidak pas di kantong pelajar",1,1,1,1,0,0,-1,1
"Suasananya cozy, tapi untuk makanannya kurang segar, harganya juga terlalu tinggi.",1,1,0,0,1,1,1,1
"Rasa makanan ga enak padahal harga mahal, mana tempatnya kotor lagi.",-1,1,0,0,-1,1,-1,1
Tempatnya panas pol simulasi neraka. Mana makanannya juga lama banget jadinya. Nyesal juga bayar mahal-mahal,0,0,0,0,-1,1,-1,1
"Untuk makanan tidak perlu di tanyakan lagi semua makanannya enak.
Untuk pelayanan ramah murah senyum tapi kurang cekatan dan sangat lama mengantar makanan.
Untuk suasana masih sedikit harus diperhatikan ya, karena ini restoran yang siap saji dan harus dijaga terus kebersihanya.
Overall semua good.",1,1,0,1,0,1,0,0
"Luas, 3 lantai. Tersedia pastry, kopi di lantai 2. Pelayanan cepat meskipun ramai. Self order.",0,0,1,1,0,1,0,0
Harga yang dipatok sangat tidak masuk akal untuk rasa makanan yang hambar.,-1,1,0,0,0,0,-1,1
"rasa ayamnya enak dan memuaskan. yang kurang cuma pelayannya, tidak ramah dan sangat jutek dan tempatnya juga kecil dan sempit",1,1,-1,1,-1,1,0,0
Harga makanan tidak masuk akal untuk porsi dan rasa yang diberikan.,0,1,0,0,0,0,-1,1
Saya kecewa dengan harga tinggi untuk makanan yang tidak memuaskan.,-1,1,0,0,0,0,-1,1
"Rasa makanannya sangat enak dan harganya terjangkau, tapi pelayanannya buruk.",1,1,-1,1,0,0,1,1
"Sangat menyenangkan dan memuaskan apa lagi makanan nya smeua enak dan suasananya sangat wow dan pelayanannya juga ramah dan sopan santun
Terimakasih",1,1,1,1,0,0,0,0
