Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga,clean_review
Rasa makanannya sangat mengecewakan dan harganya terlalu mahal.,-1,1,0,0,0,0,-1,1,rasa makanannya sangat mengecewakan dan harganya terlalu mahal
Harga makanan tidak sepadan dengan kualitas yang diberikan.,-1,1,0,0,0,0,-1,1,harga makanan tidak sepadan dengan kualitas yang diberikan
"Tempat makan yang recomended banget buat kalian. Tempatnya nyaman, bersih, pelayanannya baik, dan tentunya anda bisa dapat banyak promo menarik. Selamat berbelanja di McDonal's.",0,0,1,1,1,1,1,1,tempat makan yang rekomendasi banget buat kalian tempatnya nyaman bersih pelayanannya baik dan tentunya anda bisa dapat banyak promo menarik selamat berbelanja di mcdonal s
"Kids sangat menyukai paket Happy Meals.. karena mendapat mainan dan dapat mengkoleksinya.
Tapi sayang, persediaan mainan setiap periode nya sangat terbatas.. kadang",0,0,0,0,0,0,0,0,kids sangat menyukai paket senang meals karena mendapat mainan dan dapat mengkoleksinya tapi sayang persediaan mainan setiap periode sangat terbatas kadang
Saya tidak suka rasa makanan yang mereka sajikan. Harganya emang murah tapi kualitasnya sangat mengecewakan,-1,1,0,0,0,0,1,1,saya tidak suka rasa makanan yang mereka sajikan harganya memang murah tapi kualitasnya sangat mengecewakan
"Tempatnya bagus buat nongkrong lama sebab biaya parkir murah , kalo buat yang nongkrong pake laptop agak susah karena spot colokan terbatas, pelayanan bagus, makanannya enak semua, recommended ??",1,1,1,1,0,1,0,0,tempatnya bagus buat nongkrong lama sebab biaya parkir murah kalau buat yang nongkrong pakai laptop agak susah karena spot colokan terbatas pelayanan bagus makanannya enak semua rekomendasi
"Pelayanannya lambat, makanan datang dingin. Tempat panas.",-1,1,-1,1,-1,1,0,0,pelayanannya lambat makanan datang dingin tempat panas
"Cepat juga pelayanannya, tapi jangan yg drivetru ya.. Agak lama.. Lumayanpanjang antriannya.. Untuk makan di dalem nyaman klo diatas ya.. Klo dibawah agak sumpek aja liatnya customer mondar mandir keluar masuk",0,0,0,1,0,1,0,0,cepat juga pelayanannya tapi jangan yang drivetru ya agak lama lumayanpanjang antriannya untuk makan di dalam nyaman kalau diatas ya kalau dibawah agak sumpek saja liatnya pelanggan mondar mandir keluar masuk
"Tempatnya standar, cukuplah buat makan siang. Yang bikin kesal itu pelayan sering salah antar pesanan.",0,0,-1,1,0,1,0,0,tempatnya standar cukuplah buat makan siang yang bikin kesal itu pelayan sering salah antar pesanan
Pintu masuk nya aja yang agak susah.. kayanya ada perbaikan,0,0,0,0,0,1,0,0,pintu masuk saja yang agak susah kayaknya ada perbaikan
"Makanannya sangat luar biasa rasanya, dagingnya empuk, gurih, dan nikmat banget, dan pelayanan nya bagus,, ramah2 dan sopan.
Pokoknya is the best deh",1,1,1,1,0,0,0,0,makanannya sangat luar biasa rasanya dagingnya empuk gurih dan nikmat banget dan pelayanan bagus ramah dan sopan pokoknya is the terbaik deh
"Harga minuman di sini sungguh keterlaluan, tidak sesuai dengan rasanya.",0,1,0,0,0,0,-1,1,harga minuman di sini sungguh keterlaluan tidak sesuai dengan rasanya
tempatnya nya nyaman bgt buat nongkrong bareng temen dan keluarga. pelayanannya juga ramah dan cepat. harga cocok buat pelajar,0,0,1,1,1,1,1,1,tempatnya nyaman banget buat nongkrong bareng teman dan keluarga pelayanannya juga ramah dan cepat harga cocok buat pelajar
"Pelayanan staff nya ramah semua loh. Kebetulan juga ga terlalu rame, jadi sangat nyaman. Untuk rasa, ga usah di ragukan ya guys. Mcd itu pilihan terbaik saat tengah bulan belum gajian hehe.. jangan lupa ajak temen dan keluarga makan disini ya..",1,1,1,1,0,0,1,1,pelayanan staff ramah semua loh kebetulan juga tidak terlalu ramai jadi sangat nyaman untuk rasa tidak usah di ragukan ya guys mcd itu pilihan terbaik saat tengah bulan belum gajian jangan lupa ajak teman dan keluarga makan disini ya
Harga yang dibayar tidak sebanding dengan kualitas makanan yang sangat buruk.,-1,1,0,0,0,0,-1,1,harga yang dibayar tidak sebanding dengan kualitas makanan yang sangat buruk
"Ayamnya terlalu banyak minyak hingga terlihat basah, porsinya sedikit dan harganya mahal jika dibandingkan dengan fast food lainnya",-1,1,0,0,0,0,-1,1,ayamnya terlalu banyak minyak hingga terlihat basah porsinya sedikit dan harganya mahal jika dibandingkan dengan fast food lainnya
"Resto paling nyaman buat makan bareng temen atau keluarga. Apalagi pakai menu di aplikasi bener2 wort to buy bangettt. Banyak promo menarik dan koin bisa kita tuker ice cream gratis, mantap sihhh",0,0,0,0,1,1,1,1,resto paling nyaman buat makan bareng teman atau keluarga apalagi pakai menu di aplikasi benar wort to buy banget banyak promo menarik dan koin bisa kita tuker ice cream gratis mantap sih
"Selalu mampir disini kalo punya waktu luang sehabis pulang kerja .. rasa makanan standard, WiFi kurang okeee ..",0,1,0,0,0,0,0,0,selalu mampir disini kalau punya waktu luang sehabis pulang kerja rasa makanan standard wifi kurang oke
"Ini mah tempatnya nya nyaman, cuma penyajian makanannya lama bngt, harus nunggu sampe 30 menit...",0,0,-1,1,1,1,0,0,ini mah tempatnya nyaman cuma penyajian makanannya lama banget harus tunggu sampai 3 menit
"alur pemesanan secara teratur sehingga tidak menimbulkan antrian yang panjang. harga yang friendly. tempatnya yang dingin, meja yang tertata dan tidak ada sampah berserakan. senang rasanya saya berkunjung untuk makan di mcd",0,0,1,1,1,1,1,1,alur pemesanan secara teratur sehingga tidak menimbulkan antrian yang panjang harga yang friendly tempatnya yang dingin meja yang tertata dan tidak ada sampah berserakan senang rasanya saya berkunjung untuk makan di mcd
"Tempat lumayan ok walau lumayan ramai dan sumpek, pelayanan cepat, parkir cukup luas",0,0,1,1,0,1,0,0,tempat lumayan oke walau lumayan ramai dan sumpek pelayanan cepat parkir cukup luas
"Tempatnya kotor dan tidak nyaman, makanannya juga tidak enak, tapi harganya cukup terjangkau",-1,1,0,0,-1,1,1,1,tempatnya kotor dan tidak nyaman makanannya juga tidak enak tapi harganya cukup terjangkau
Saya mendapat tempatnya di Lantai3 diarea belakang bangku panjang. Disana sangat kotor dan banyak kecoa kecil merayap. Sangat menjijikan dan membuat tidak nyaman.,0,0,0,0,-1,1,0,0,saya mendapat tempatnya di lantai3 diarea belakang bangku panjang disana sangat kotor dan banyak kecoa kecil merayap sangat menjijikan dan membuat tidak nyaman
Tempat lumayan cocok untuk nongkrong. Ayam spicy nya cukup enak walaupun kurang pedas menurut saya.,0,1,0,0,0,1,0,0,tempat lumayan cocok untuk nongkrong ayam spicy cukup enak walaupun kurang pedas menurut saya
"Tempatnya panas, kipas angin gak nyala. Rasa makanan standar banget.",0,1,0,0,-1,1,0,0,tempatnya panas kipas angin tidak nyala rasa makanan standar banget
"Makanan enak mantap gurih. pelayanan sangat memuaskan, ramah dan cepat. Agak heran kenapa tempatnya kok gak ada AC, panas!",1,1,1,1,-1,1,0,0,makanan enak mantap gurih pelayanan sangat memuaskan ramah dan cepat agak heran kenapa tempatnya kok tidak ada ac panas
"Semua rasa dimana pun pasti enak, cuma di sini pelayanan kurang ramah dibanding yang lain. Kebersihannya juga bad meja2 ga gercep diberesin. Apalagi si mas yg agak pendek namecardnya dari huruf A, orang nanya jwbnya judes bener.",1,1,-1,1,0,0,0,0,semua rasa dimana pun pasti enak cuma di sini pelayanan kurang ramah dibanding yang lain kebersihannya juga bad meja tidak gerak cepat diberesin apalagi sih mas yang agak pendek namecardnya dari huruf a orang bertanya jawabannya judes benar
"sering susah dapat tempat karena ramai terus . Pelayan cuek, nggak peduli sama pelanggan.",0,0,-1,1,-1,1,0,0,sering susah dapat tempat karena ramai terus pelayan cuek tidak peduli sama pelanggan
"Pelayanannya lambat, tempatnya juga terlalu berisik. untuk rasa minumannya enak dan segar",1,1,-1,1,-1,1,0,0,pelayanannya lambat tempatnya juga terlalu berisik untuk rasa minumannya enak dan segar
"Meskipun tempatnya bersih, rasanya sangat buruk dan harganya mahal.",-1,1,0,0,1,1,-1,1,meskipun tempatnya bersih rasanya sangat buruk dan harganya mahal
"Makanannya enak, pelayanannya juga ramah pkoknya Good",1,1,1,1,0,0,0,0,makanannya enak pelayanannya juga ramah pokoknya bagus
"Tempat rame, terkadang pelayanan kebersihan sangat sulit, kalo lagi rame biasa bersihin mejanya sendiri",0,0,-1,1,0,1,0,0,tempat ramai terkadang pelayanan kebersihan sangat sulit kalau lagi ramai biasa bersihin mejanya sendiri
sungguh mengesankan. tempatnya makan favorit saya,0,0,0,0,0,0,0,0,sungguh mengesankan tempatnya makan favorit saya
"Ice cream sundae Sama root beer AW bikin tenggorokan gatel, aduh ini kalian pake air Pam Surabaya apa air sumur sih, masih mending minuman warkop pinggir jalan, minuman es nya pakai es kristal dan air isi ulang, untuk ayam gorengnya menurut ku cuma asin, masih enakan ayam gorengnya KFC sama hisana...",-1,1,0,0,0,0,0,0,ice cream sundae sama root beer aw bikin tenggorokan gatel aduh ini kalian pakai air pam surabaya apa air sumur sih masih mending minuman warkop pinggir jalan minuman es pakai es kristal dan air isi ulang untuk ayam gorengnya menurut saya cuma asin masih enakan ayam gorengnya kfc sama hisana
"Mkanannya enak, pelayanannya ramah pokoknya bikin seneng beli makanan disini pengen balik lagi",1,1,1,1,0,0,0,0,mkanannya enak pelayanannya ramah pokoknya bikin senang beli makanan disini pengen balik lagi
Sangat mahal untuk makanan yang tidak enak dan porsi kecil.,-1,1,0,0,0,0,-1,1,sangat mahal untuk makanan yang tidak enak dan porsi kecil
Tempat cukup bersih. Walaupun pengunjung ramai tapi jarang yang sampai tidak kebagian tempatnya duduk. Pegawainya cepat tanggap dalam bekerja,0,0,1,1,0,1,0,0,tempat cukup bersih walaupun pengunjung ramai tapi jarang yang sampai tidak kebagian tempatnya duduk pegawainya cepat tanggap dalam bekerja
"Tempatnya kotor, makanan nggak enak dan terlalu asin. Harga nggak sesuai sama rasa.",-1,1,0,0,-1,1,-1,1,tempatnya kotor makanan tidak enak dan terlalu asin harga tidak sesuai sama rasa
"Tempatnya kotor, banyak debu. Rasa makanan juga biasa aja. Tapi harganya murah banget",0,1,0,0,-1,1,1,1,tempatnya kotor banyak debu rasa makanan juga biasa saja tapi harganya murah banget
Saya kecewa harus membayar begitu mahal untuk makanan yang tidak enak.,-1,1,0,0,0,0,-1,1,saya kecewa harus membayar begitu mahal untuk makanan yang tidak enak
"Nyobain eskrim yang baru, lumayan enak. Tempatnya enak juga karena lumayan luas, ada free wifi juga karena banyak orang yang ngerjain tugas. Cuma masukan aja untuk pelayan agar lebih cekatan dan banyak karena yang antri dan yang nunggu banyak. Overall lumayan sih apalagi menu ice cream.",1,1,0,1,0,0,0,0,mencoba eskrim yang baru lumayan enak tempatnya enak juga karena lumayan luas ada gratis wifi juga karena banyak orang yang ngerjain tugas cuma masukan saja untuk pelayan agar lebih cekatan dan banyak karena yang antre dan yang tunggu banyak secara keseluruhan lumayan sih apalagi menu ice cream
"McD paling ramai yang pernah dikunjungi. Jam makan siang ramai banget, terutama weekend.",0,0,0,0,0,1,0,0,mcd paling ramai yang pernah dikunjungi jam makan siang ramai banget terutama weekend
Pilihan di kala jalan-jalan bersama anak dan mereka kesulitan dalam mencicipi makanan baru.,0,0,0,0,0,0,0,0,pilihan di kala jalan bersama anak dan mereka kesulitan dalam mencicipi makanan baru
"Saya selalu melakukan pembelian melalui drive thru di cabang ini krn bawa 2 anak, tidak perlu repot turun, menghemat tenaga, pembayaran juga lengkap bisa dgn gopay, debit, kasir drive thru juga super baik , ga pelit memberi info promo pembayaran yg sedang memberikan potongan.",0,0,1,1,0,0,0,1,saya selalu melakukan pembelian melalui drive thru di cabang ini karena bawa anak tidak perlu repot turun menghemat tenaga pembayaran juga lengkap bisa dengan gopay debit kasir drive thru juga sangat baik tidak pelit memberi informasi promo pembayaran yang sedang memberikan potongan
"Tempatnya lumayan kecil dan ramai, pelayanannya cepat dan memuaskan. Tempat yg bisa dipakai untuk hangout dengan teman-teman",0,0,1,1,0,1,0,0,tempatnya lumayan kecil dan ramai pelayanannya cepat dan memuaskan tempat yang bisa dipakai untuk hangout dengan teman
"Minumannya standar, tempatnya ga bagus, tapi aneh harganya mahal.",0,1,0,0,-1,1,-1,1,minumannya standar tempatnya tidak bagus tapi aneh harganya mahal
"Pelayanan dan makanan nya sangat enak, memuaskan sekali",1,1,1,1,0,0,0,0,pelayanan dan makanan sangat enak memuaskan sekali
"Minumannya fake
Gak ada rasa hahaha...
Lantai 1 sama 2 penuh lantai 3 gak dibuka ;(",-1,1,0,0,-1,1,0,0,minumannya fake tidak ada rasa hahaha lantai 1 sama penuh lantai 3 tidak dibuka
Harga yang tinggi tidak sebanding dengan rasa makanan yang sangat tidak enak.,-1,1,0,0,0,0,-1,1,harga yang tinggi tidak sebanding dengan rasa makanan yang sangat tidak enak
Makanan disini sangat enak dan pemandangan yang luar biasa dan juga pramusaji serta kasir yang sangat baik dalam menyajikan makanan terima kasih love,1,1,1,1,0,0,0,0,makanan disini sangat enak dan pemandangan yang luar biasa dan juga pramusaji serta kasir yang sangat baik dalam menyajikan makanan terima kasih love
"Tempat favorit makan mcd, tapi disini rame banget, pelayanannya kurang sering salah kasih menu.. semoga bisa dapat diperbaiki...",0,0,-1,1,0,1,0,0,tempat favorit makan mcd tapi disini ramai banget pelayanannya kurang sering salah kasih menu semoga bisa dapat di perbaiki
lt 1 terlalu sedikit meja untuk makannya. jadi kadang kebagian di atas dan berakhir bingung ninggalin meja buat pesen makanan kalo lagi sendirian.,0,0,0,0,-1,1,0,0,lt 1 terlalu sedikit meja untuk makannya jadi kadang kebagian di atas dan berakhir bingung ninggalin meja buat pesan makanan kalau lagi sendirian
"Kl lagi ramai makanan ready lama bgt..harus bersabar.
Harga standar. Tempat cukup luas.",0,0,-1,1,0,1,0,1,kalau lagi ramai makanan siap lama banget harus bersabar harga standar tempat cukup luas
"Abis jalan2 anak2 kelaparan jadi mampir drive thru, inget disini 24 jam untuk drive thru nya ya,",0,0,0,0,0,0,0,0,habis jalan anak kelaparan jadi mampir drive thru inget disini 4 jam untuk drive thru ya
"Pelayanannya ramah, makasih Akang Teteh, makanannya juga lebih suka di sini ketimbang di kota asal. Suasananya cukup ramai, tapi nyaman. Banyak anak kuliahan di sini, satu indikator penting tempatnya ini ramah mahasiswa",1,1,1,1,0,1,0,0,pelayanannya ramah terima kasih akang teteh makanannya juga lebih suka di sini ketimbang di kota asal suasananya cukup ramai tapi nyaman banyak anak kuliahan di sini satu indikator penting tempatnya ini ramah mahasiswa
"Crowded, take away pilih ayam tidak bisa. Take away tidak diberikan saus sambal. Dijanjikan tunggu ayam 15 menit nyatanya 45 menit",0,0,-1,1,-1,1,0,0,crowded take away pilih ayam tidak bisa take away tidak diberikan saus sambal dijanjikan tunggu ayam 15 menit nyatanya 45 menit
"Makanan enak semua, tempatnya nyaman, the best",1,1,0,0,1,1,0,0,makanan enak semua tempatnya nyaman the terbaik
"Tempat makan yang nggak nyaman, tapi makanannya enak dan harganya pas di kantong.",1,1,0,0,-1,1,1,1,tempat makan yang tidak nyaman tapi makanannya enak dan harganya pas di kantong
"Pelayanan sangat lambat, bikin kesal. Tempat makan cukup luas, lumayan.",0,0,-1,1,0,1,0,0,pelayanan sangat lambat bikin kesal tempat makan cukup luas lumayan
"Tempat makan yang asyik buat nongkrong bareng temen...
Makanannya jg enak",1,1,0,0,1,1,0,0,tempat makan yang asyik buat nongkrong bareng teman makanannya juga enak
"Restorannya berantakan dan tidak terawat, makanannya datang udah dingin dan gak nikmat lagi, tapi setidaknya harganya tidak terlalu mahal",-1,1,0,0,-1,1,0,1,restorannya berantakan dan tidak terawat makanannya datang sudah dingin dan tidak nikmat lagi tapi setidaknya harganya tidak terlalu mahal
"Jujur agak kecewa, padahal dari 2020 ni tempatnya udh jadi safeplace nya gue. Gamau review panjang lebar cuman mau saran aja masalah pelayanan membantu customer nya aja",0,0,-1,1,-1,1,0,0,jujur agak kecewa padahal dari ini tempatnya sudah jadi safeplace saya tidak mau ulasan panjang lebar cuman mau saran saja masalah pelayanan membantu pelanggan saja
rasa makanannya lumayan hambar tapi masih enak. tempatnya rapi walaupun ramai. pelayan tidak terlalu cekatan,0,1,0,1,0,1,0,0,rasa makanannya lumayan hambar tapi masih enak tempatnya rapi walaupun ramai pelayan tidak terlalu cekatan
"Rasa makanan tidak enak, tempatnya kotor dan pelayanannya lambat tapi harga terjangkau,",-1,1,-1,1,-1,1,1,1,rasa makanan tidak enak tempatnya kotor dan pelayanannya lambat tapi harga terjangkau
"Makanan di sini enak banget, tapi tempatnya bising dan nggak nyaman.",1,1,0,0,-1,1,0,0,makanan di sini enak banget tapi tempatnya bising dan tidak nyaman
tempatnya nya cukup cozy tapi sangat ramai kalau malam hari. Kadang agak sulit mendapatkan bangku untuk duduk.,0,0,0,0,0,1,0,0,tempatnya cukup cozy tapi sangat ramai kalau malam hari kadang agak sulit mendapatkan bangku untuk duduk
"Makanannya tentu sama. Cuma suasananya yang berbeda,lebih lega kayaknya dibanding dengan outlet lain, terus udara dingin menjadikan ingin makan lagi pesan lagi makan lagi.",0,1,0,0,1,1,0,0,makanannya tentu sama cuma suasananya yang berbeda lebih lega kayaknya dibanding dengan outlet lain terus udara dingin menjadikan ingin makan lagi pesan lagi makan lagi
"Enak banget ayam dadanya mmmmuah yummie, pelayanannya juga ramah, dan yang pasti serasa mau ketemu someone special",1,1,1,1,0,0,0,0,enak banget ayam dadanya mmuah yummie pelayanannya juga ramah dan yang pasti serasa mau ketemu someone special
"Tempatnya berdebu dan kotor, makanannya tidak enak, harga terlalu tinggi.",-1,1,0,0,-1,1,-1,1,tempatnya berdebu dan kotor makanannya tidak enak harga terlalu tinggi
"Makanan terlalu asin, tempatnya juga kurang nyaman dan sempit. Harga tidak sebanding dengan rasa. Pelayanan lambat.",-1,1,-1,1,-1,1,-1,1,makanan terlalu asin tempatnya juga kurang nyaman dan sempit harga tidak sebanding dengan rasa pelayanan lambat
"Harga terjangkau, makanan enak, tapi tempatnya kotor dan pelayanannya lambat.",1,1,-1,1,-1,1,1,1,harga terjangkau makanan enak tapi tempatnya kotor dan pelayanannya lambat
"Harganya mahal, rasa makanannya gak sebanding. Tempatnya juga kurang bersih",-1,1,0,0,-1,1,-1,1,harganya mahal rasa makanannya tidak sebanding tempatnya juga kurang bersih
"Tempat makan exclusive, dengan partner bisnis. Sangat representatif. Beragam pilihan menu makanan dan minuman. Secara konsep, rasa dan suasana istimewa di sini.",1,1,0,0,1,1,0,0,tempat makan exclusive dengan partner bisnis sangat representatif beragam pilihan menu makanan dan minuman secara konsep rasa dan suasana istimewa di sini
Saya merasa tertipu dengan harga yang tidak sepadan dengan kualitas makanan.,0,0,0,0,0,0,-1,1,saya merasa tertipu dengan harga yang tidak sepadan dengan kualitas makanan
"Makanan sangat enak dan pelayanan sangat memuaskan, cocok untuk mengisi hari libur anda dengan berwisata kuliner disini",1,1,1,1,0,0,0,0,makanan sangat enak dan pelayanan sangat memuaskan cocok untuk mengisi hari libur anda dengan berwisata kuliner disini
"Tempat lumayan lah kalau untuk sekedar makan. Menu keluarga yang paling aku suka adalah paket panas spesial, Mc Flurry dan Happy Meal. publik.",1,1,0,0,0,1,0,0,tempat lumayan lah kalau untuk sekadar makan menu keluarga yang paling aku suka adalah paket panas spesial mc flurry dan senang meal publik
"Pelayanan yang bagus dan sangat baik dalam menghidangkan tapi kurang dalam hal keramahan,, makanannya sangat enak dan tempatnya nya bersih..",1,1,0,1,1,1,0,0,pelayanan yang bagus dan sangat baik dalam menghidangkan tapi kurang dalam hal keramahan makanannya sangat enak dan tempatnya bersih
"Tempat cukup nyaman, sayang pelayannya kurang ramah",0,0,-1,1,1,1,0,0,tempat cukup nyaman sayang pelayanannya kurang ramah
"Pas dapat orderan mc donald,hp saya low batt dan power bank dan charger ketinggalan di rumah,untung customernya baik,jadi agak lama menyelesaikan orderannya.",0,0,0,0,0,0,0,0,pas dapat pesanan mc donald handphone saya low batt dan power bank dan charger ketinggalan di rumah untung customer nya baik jadi agak lama menyelesaikan orderannya
Makanan di sini terlalu mahal untuk rasa yang sangat tidak enak.,-1,1,0,0,0,0,-1,1,makanan di sini terlalu mahal untuk rasa yang sangat tidak enak
"Tempat nongkrong paling nyaman, lokasi ditengah kota banyak anak muda kumpul disini. Menu makanan yg enak dan cocok untuk ngobrol bareng temen,
Fasilitas nyaman dan lahan parkirnya luas.. Ayo cobain datang kemari.",1,1,0,0,1,1,0,0,tempat nongkrong paling nyaman lokasi ditengah kota banyak anak muda kumpul disini menu makanan yang enak dan cocok untuk ngobrol bareng teman fasilitas nyaman dan lahan parkirnya luas ayo mencoba datang kemari
Tempat bagus dan nyaman apalagi makanan nya enak enak the best lah pokok nya,1,1,0,0,1,1,0,0,tempat bagus dan nyaman apalagi makanan enak the terbaik lah pokok nya
"McDonalds adalah menjadi restoran cepat saji dengan pelayanan terbaik di dunia. Untuk mencapai visi ini, McDonalds selalu menjamin mutu produk-produknya, memberikan pelayanan yang memuaskan, menawarkan kebersihan dan keamanan produk pangan serta nilai-nilai tambah lainnya. Senyum konsumen adalah hal penting untuk McDonald's.",1,1,1,1,0,0,0,0,mcdonalds adalah menjadi restoran cepat saji dengan pelayanan terbaik di dunia untuk mencapai visi ini mcdonalds selalu menjamin mutu produk produknya memberikan pelayanan yang memuaskan menawarkan kebersihan dan keamanan produk pangan serta nilai tambah lainnya senyum konsumen adalah hal penting untuk mcdonald s
"Makanan kesukaaan, selalu rame gapernah sepi cuyyyy, lokasinya juga tepat di sebrang mall gajah mada plaza, jadi kalo da bosen nongki tgl nyebrang deh buat ngemall??",1,1,0,0,1,1,0,0,makanan kesukaan selalu ramai tidak pernah sepi cuyy lokasinya juga tepat di sebrang mall gajah mada plaza jadi kalau ada bosen nongki tanggal nyebrang deh buat ngemall
"Tempat lumayan nyaman, untuk penyajian sesuai, dan rasa memang khas Mc Donald, bisa untuk keluarga dan anak-anak bisa bermain diarena permainan yg sudah disediakan.",0,1,1,1,1,1,0,0,tempat lumayan nyaman untuk penyajian sesuai dan rasa memang khas mc donald bisa untuk keluarga dan anak bisa bermain diarena permainan yang sudah disediakan
"Harga gak masuk akal, rasanya juga standar banget.",0,1,0,0,0,0,-1,1,harga tidak masuk akal rasanya juga standar banget
Tempat agak sumpek. Mungkin dapat ditingkatkan lagi dalam hal penataan tempat untuk memberikan lebih banyak ruang bagi pengunjung. Rasa masakannya otentik dan enak.,1,1,0,0,0,1,0,0,tempat agak sumpek mungkin dapat ditingkatkan lagi dalam hal penataan tempat untuk memberikan lebih banyak ruang bagi pengunjung rasa masakannya otentik dan enak
"McD memang terbaik, rasanya juga gak pernah ngebosenin. Disukai semua kalangan karna harganya lumayan terjangkau, penyajiannya yang menarik dan pelayanannya juga baik.",1,1,1,1,0,0,0,1,mcd memang terbaik rasanya juga tidak pernah ngebosenin disukai semua kalangan karena harganya lumayan terjangkau penyajiannya yang menarik dan pelayanannya juga baik
"makanan overall sangat memuaskan pesen makanan ringan sambil nongki cozy banget, puas deh makan di mcdonald",1,1,0,0,1,1,0,0,makanan secara keseluruhan sangat memuaskan pesan makanan ringan sambil nongki cozy banget puas deh makan di mcdonald
"Makanan terlalu berminyak, jadi gak enak dimakan. Tempatnya kotor.",-1,1,0,0,-1,1,0,0,makanan terlalu berminyak jadi tidak enak dimakan tempatnya kotor
McDonald's di jalan Hayam Wuruk. Sampai lantai 3 dan ada outdoor seatnya. Cukup ramai di waktu-waktu tertentu. Parkir motor cukup memadai walau tukang parkirnya super maksa. Wifi kencang walau sedang banyak pengunjung. Sayangnya masih,0,0,0,0,0,1,0,0,mcdonald s di jalan hayam wuruk sampai lantai 3 dan ada outdoor seatnya cukup ramai di waktu tertentu parkir motor cukup memadai walau tukang parkirnya sangat maksa wifi kencang walau sedang banyak pengunjung sayangnya masih
Harganya terlalu mahal dan makanannya sangat tidak enak.,-1,1,0,0,0,0,-1,1,harganya terlalu mahal dan makanannya sangat tidak enak
maknyos. ga ada colokan buat listrik ampun. padahal namanya caffee.. kicewa,0,0,0,0,-1,1,0,0,maknyos tidak ada colokan buat listrik ampun padahal namanya caffee kicewa
"Tempatnya deket gajah mada plaza, ada mushalla, selalu rame",0,0,0,0,0,1,0,0,tempatnya dekat gajah mada plaza ada mushalla selalu ramai
"Tempat cukup luas, pelayanan cukup baik. Sayangnya hanya bisa cash saja. Gampang dijangkau juga karena dekat gate utama.",0,0,0,1,0,1,0,0,tempat cukup luas pelayanan cukup baik sayangnya hanya bisa tunai saja gampang dijangkau juga karena dekat gate utama
"Rasa makanannya pas di lidah, bumbu meresap , di jamin kebersihannya , anak anak pada suka , ada berbagai menu bisa di pilih , harga terjangkau ,",1,1,0,0,1,1,1,1,rasa makanannya pas di lidah bumbu meresap di jamin kebersihannya anak pada suka ada berbagai menu bisa di pilih harga terjangkau
"Tempatnya sempit, jadi gak nyaman. Makanan kurang bumbu.",-1,1,0,0,-1,1,0,0,tempatnya sempit jadi tidak nyaman makanan kurang bumbu
"Tempatnya nyaman, tetapi rasa makanannya sangat buruk dan harganya tidak masuk akal.",-1,1,0,0,1,1,-1,1,tempatnya nyaman tetapi rasa makanannya sangat buruk dan harganya tidak masuk akal
"Harga mahal, dan porsinya kecil. Rasa gak sesuai.",-1,1,0,0,0,0,-1,1,harga mahal dan porsinya kecil rasa tidak sesuai
"Dengan harga segitu, saya mengharapkan rasa yang lebih enak.",-1,1,0,0,0,0,-1,1,dengan harga segitu saya mengharapkan rasa yang lebih enak
"Enak nih lokasinya, fasilitas juga lengkap. Sayangnya kapasitas buat parkir mobil cuma sedikit.",0,0,0,0,0,1,0,0,enak nih lokasinya fasilitas juga lengkap sayangnya kapasitas buat parkir mobil cuma sedikit
Suka ga lengkap menunya. Habis ini.. habis itu.. Layanan jg buruk.. mesin seal rusak lah.. ga bisa debit la .. ga bisa kk la.. harus cash. Kalau menu Mc D sih ya ga disangsikan.. selalu enak.,1,1,-1,1,0,0,0,0,suka tidak lengkap menunya habis ini habis itu layanan juga buruk mesin seal rusak lah tidak bisa debit lah tidak bisa kakak lah harus tunai kalau menu mc di sih ya tidak disangsikan selalu enak
"Suasananya nyaman, tempatnya parkir luas, cocok juga sebagai tempatnya ngumpul klrg, makanannya jangan ditanya sudah pasti mantappppzz....jangan lupa ke McDonald's Buah Batu ya kalau ke Bandung.",1,1,0,0,1,1,0,0,suasananya nyaman tempatnya parkir luas cocok juga sebagai tempatnya ngumpul klrg makanannya jangan ditanya sudah pasti mantappzz jangan lupa ke mcdonald s buah batu ya kalau ke bandung
Makanan di sini terlalu mahal untuk kualitas yang sangat rendah.,-1,1,0,0,0,0,-1,1,makanan di sini terlalu mahal untuk kualitas yang sangat rendah
"Pesen mc delivery harus 1 menu doang, kalau mau pesen lagi harus muter lagi, sebelumnya bilang bisa selesai in 1 transaksi dulu pas mau pesen lagi harus miter dan anteri lagi",0,0,0,1,0,0,0,0,pesan mc pengiriman harus 1 menu saja kalau mau pesan lagi harus memutar lagi sebelumnya bilang bisa selesai in 1 transaksi dahulu pas mau pesan lagi harus miter dan anteri lagi
"Tempatnya pengap, kipas angin gak nyala. Makanannya gak sesuai ekspektasi.",-1,1,0,0,-1,1,0,0,tempatnya pengap kipas angin tidak nyala makanannya tidak sesuai ekspektasi
"Buka full 24 jam, pelayanan dilakukan via aplikasi, drive thru atau bisa juga makan langsung di tempatnya . Tempat lumayan cocok untuk bawa keluarga. Variasi makanan juga banyak.",0,0,0,1,0,1,0,0,buka full 4 jam pelayanan dilakukan melalui aplikasi drive thru atau bisa juga makan langsung di tempatnya tempat lumayan cocok untuk bawa keluarga variasi makanan juga banyak
